binlogoptype,binlogtime,id,role_id,privilege_id
0,1667973764000000,32728,667,179
0,1667973764000000,32729,667,133
0,1667973764000000,32740,667,13
0,1667973764000000,32745,667,13
0,1667973764000000,32751,668,13
0,1667973764000000,32761,668,13
0,1667973764000000,32763,668,13
0,1667973764000000,33140,670,13
0,1667973764000000,33142,670,13
0,1667973764000000,33146,671,13
0,1667973764000000,33150,671,13
0,1667973764000000,33200,673,13
0,1667973764000000,33294,673,114
0,1667973764000000,33297,673,117
0,1667973764000000,33300,673,120
0,1667973764000000,33304,673,124
0,1667973764000000,33305,673,125
0,1667973764000000,33310,673,132
0,1667973764000000,33312,673,133
0,1667973764000000,33315,673,136
0,1667973764000000,33317,673,138
0,1667973764000000,33340,673,162
0,1667973764000000,33356,673,178
0,1667973764000000,33357,673,179
0,1667973764000000,33360,673,183
0,1667973764000000,33371,673,13
0,1667973764000000,33376,674,0
0,1667973764000000,33377,675,13
0,1667973764000000,33383,676,13
0,1667973764000000,33398,676,183
0,1667973764000000,33406,676,13
0,1667973764000000,33500,676,114
0,1667973764000000,33503,676,117
0,1667973764000000,33506,676,120
0,1667973764000000,33510,676,124
0,1667973764000000,33511,676,125
0,1667973764000000,33516,676,132
0,1667973764000000,33518,676,133
0,1667973764000000,33521,676,136
0,1667973764000000,33523,676,138
0,1667973764000000,33546,676,162
0,1667973764000000,33562,676,178
0,1667973764000000,33563,676,179
0,1667973764000000,33566,676,183
0,1667973764000000,33577,676,13
0,1667973764000000,33583,676,13
0,1667973764000000,33586,676,13
0,1667973764000000,33588,676,13
0,1667973764000000,33622,678,13
0,1667973764000000,33624,678,13
0,1667973764000000,33626,678,13
0,1667973764000000,33628,678,13
0,1667973764000000,33631,678,13
0,1667973764000000,33632,678,13
0,1667973764000000,33635,678,13
0,1667973764000000,33637,678,13
0,1667973764000000,33639,678,13
0,1667973764000000,33640,678,13
0,1667973764000000,33643,678,13
0,1667973764000000,33654,678,13
0,1667973764000000,33657,678,13
0,1667973764000000,33662,678,13
0,1667973764000000,33665,678,13
0,1667973764000000,33666,678,13
0,1667973764000000,33675,678,13
0,1667973764000000,33678,678,13
0,1667973764000000,33680,678,13
0,1667973764000000,33692,678,13
0,1667973764000000,33710,680,13
0,1667973764000000,33725,680,183
0,1667973764000000,33726,680,13
0,1667973764000000,33727,680,114
0,1667973764000000,33728,680,117
0,1667973764000000,33729,680,120
0,1667973764000000,33732,680,124
0,1667973764000000,33733,680,125
0,1667973764000000,33734,680,132
0,1667973764000000,33735,680,138
0,1667973764000000,33736,680,162
0,1667973764000000,33737,680,178
0,1667973764000000,33738,680,179
0,1667973764000000,33739,680,133
0,1667973764000000,33744,681,13
0,1667973764000000,33819,684,13
0,1667973764000000,34084,687,13
0,1667973764000000,34090,688,13
0,1667973764000000,34222,692,13
0,1667973764000000,34223,692,114
0,1667973764000000,34224,692,117
0,1667973764000000,34225,692,120
0,1667973764000000,34228,692,124
0,1667973764000000,34229,692,125
0,1667973764000000,34230,692,132
0,1667973764000000,34231,692,138
0,1667973764000000,34232,692,162
0,1667973764000000,34233,692,178
0,1667973764000000,34234,692,179
0,1667973764000000,34235,692,133
0,1667973764000000,34238,692,13
0,1667973764000000,34253,692,183
0,1667973764000000,34335,694,13
0,1667973764000000,34338,694,13
0,1667973764000000,34343,695,0
0,1667973764000000,34346,696,13
0,1667973764000000,34352,697,13
0,1667973764000000,34355,698,13
0,1667973764000000,34360,699,0
0,1667973764000000,34398,701,13
0,1667973764000000,34404,701,13
0,1667973764000000,34406,701,13
0,1667973764000000,34407,701,13
0,1667973764000000,34426,701,13
0,1667973764000000,34431,701,13
0,1667973764000000,34433,701,13
0,1667973764000000,34441,701,13
0,1667973764000000,34457,702,13
0,1667973764000000,34466,702,13
0,1667973764000000,34737,707,13
0,1667973764000000,34739,707,13
0,1667973764000000,34743,707,13
0,1667973764000000,35289,709,13
0,1667973764000000,35299,709,13
0,1667973764000000,35302,709,13
0,1667973764000000,35317,709,13
0,1667973764000000,35332,709,183
0,1667973764000000,35334,709,13
0,1667973764000000,35338,709,13
0,1667973764000000,35339,709,13
0,1667973764000000,35348,709,13
0,1667973764000000,35354,709,13
0,1667973764000000,35374,709,13
0,1667973764000000,35384,709,13
0,1667973764000000,35388,709,13
0,1667973764000000,35586,713,0
0,1667973764000000,35686,718,0
0,1667973764000000,35687,719,0
0,1667973764000000,35688,720,0
0,1667973764000000,35689,721,0
0,1667973764000000,35690,722,0
0,1667973764000000,35691,723,0
0,1667973764000000,35692,724,0
0,1667973764000000,35693,725,13
0,1667973764000000,35699,725,13
0,1667973764000000,35712,726,0
0,1667973764000000,35898,728,13
0,1667973764000000,35900,728,13
0,1667973764000000,35902,728,13
0,1667973764000000,35904,728,13
0,1667973764000000,35907,728,13
0,1667973764000000,35908,728,13
0,1667973764000000,35911,728,13
0,1667973764000000,35913,728,13
0,1667973764000000,35915,728,13
0,1667973764000000,35916,728,13
0,1667973764000000,35919,728,13
0,1667973764000000,35931,728,13
0,1667973764000000,35942,728,13
0,1667973764000000,35948,728,13
0,1667973764000000,35950,728,13
0,1667973764000000,35951,728,13
0,1667973764000000,35970,728,13
0,1667973764000000,35975,728,13
0,1667973764000000,35977,728,13
0,1667973764000000,35985,728,13
0,1667973764000000,36149,730,13
0,1667973764000000,36155,730,13
0,1667973764000000,36560,735,0
0,1667973764000000,36561,736,0
0,1667973764000000,36562,737,0
0,1667973764000000,36570,738,13
0,1667973764000000,36664,738,114
0,1667973764000000,36667,738,117
0,1667973764000000,36670,738,120
0,1667973764000000,36674,738,124
0,1667973764000000,36675,738,125
0,1667973764000000,36680,738,132
0,1667973764000000,36682,738,133
0,1667973764000000,36685,738,136
0,1667973764000000,36687,738,138
0,1667973764000000,36710,738,162
0,1667973764000000,36726,738,178
0,1667973764000000,36727,738,179
0,1667973764000000,36730,738,183
0,1667973764000000,36878,742,13
0,1667973764000000,36887,742,13
0,1667973764000000,36893,742,13
0,1667973764000000,36914,742,13
0,1667973764000000,36924,743,13
0,1667973764000000,36933,743,13
0,1667973764000000,36940,743,13
0,1667973764000000,36960,743,13
0,1667973764000000,36966,743,13
0,1667973764000000,36979,744,13
0,1667973764000000,37073,744,114
0,1667973764000000,37076,744,117
0,1667973764000000,37079,744,120
0,1667973764000000,37083,744,124
0,1667973764000000,37084,744,125
0,1667973764000000,37089,744,132
0,1667973764000000,37091,744,133
0,1667973764000000,37094,744,136
0,1667973764000000,37096,744,138
0,1667973764000000,37119,744,162
0,1667973764000000,37135,744,178
0,1667973764000000,37136,744,179
0,1667973764000000,37139,744,183
0,1667973764000000,37299,748,13
0,1667973764000000,37300,748,136
0,1667973764000000,37301,748,117
0,1667973764000000,37302,748,13
0,1667973764000000,37305,748,13
0,1667973764000000,37308,748,13
0,1667973764000000,37549,754,13
0,1667973764000000,37580,756,13
0,1667973764000000,37836,759,13
0,1667973764000000,37842,759,13
0,1667973764000000,37844,760,13
0,1667973764000000,37853,760,13
0,1667973764000000,37861,760,13
0,1667973764000000,37880,760,13
0,1667973764000000,37886,760,13
0,1667973764000000,38305,764,0
0,1667973764000000,38306,765,13
0,1667973764000000,38331,767,13
0,1667973764000000,38337,767,13
0,1667973764000000,38348,767,13
0,1667973764000000,38367,767,13
0,1667973764000000,38372,767,13
0,1667973764000000,38383,767,13
0,1667973764000000,38390,768,13
0,1667973764000000,38647,773,13
0,1667973764000000,38662,773,13
0,1667973764000000,38668,773,13
0,1667973764000000,38679,773,13
0,1667973764000000,39360,779,13
0,1667973764000000,39373,779,13
0,1667973764000000,39381,779,13
0,1667973764000000,39392,779,13
0,1667973764000000,39398,779,13
0,1667973764000000,39409,779,13
0,1667973764000000,39449,780,13
0,1667973764000000,39450,781,0
0,1667973764000000,39452,781,13
0,1667973764000000,39455,781,13
0,1667973764000000,39507,783,13
0,1667973764000000,39603,786,13
0,1667973764000000,39605,787,13
0,1667973764000000,39607,788,13
0,1667973764000000,39613,789,13
0,1667973764000000,39901,794,13
0,1667973764000000,40022,800,196
0,1667973764000000,40023,800,0
0,1667973764000000,40025,801,13
0,1667973764000000,40032,804,13
0,1667973764000000,40034,804,13
0,1667973764000000,40074,807,13
0,1667973764000000,40155,812,13
0,1667973764000000,40157,812,183
0,1667973764000000,40159,812,13
0,1667973764000000,40163,812,13
0,1667973764000000,40178,812,183
0,1667973764000000,40179,812,13
0,1667973764000000,40198,813,13
0,1667973764000000,40200,813,183
0,1667973764000000,40203,813,13
0,1667973764000000,40218,813,183
0,1667973764000000,40219,813,13
0,1667973764000000,40224,814,13
0,1667973764000000,40226,815,13
0,1667973764000000,40230,815,13
0,1667973764000000,40237,815,13
0,1667973764000000,40267,817,13
0,1667973764000000,40269,817,15
0,1667973764000000,40362,817,114
0,1667973764000000,40364,817,117
0,1667973764000000,40367,817,120
0,1667973764000000,40371,817,124
0,1667973764000000,40372,817,125
0,1667973764000000,40377,817,132
0,1667973764000000,40379,817,133
0,1667973764000000,40382,817,136
0,1667973764000000,40384,817,138
0,1667973764000000,40406,817,162
0,1667973764000000,40422,817,178
0,1667973764000000,40423,817,179
0,1667973764000000,40427,817,183
0,1667973764000000,40435,817,193
0,1667973764000000,40437,817,195
0,1667973764000000,40438,817,196
0,1667973764000000,40439,817,0
0,1667973764000000,40556,822,13
0,1667973764000000,40849,826,13
0,1667973764000000,40852,826,13
0,1667973764000000,40858,826,13
0,1667973764000000,40872,826,13
0,1667973764000000,40992,832,13
0,1667973764000000,40994,832,13
0,1667973764000000,40996,832,13
0,1667973764000000,40998,832,13
0,1667973764000000,41001,832,13
0,1667973764000000,41003,832,13
0,1667973764000000,41005,832,13
0,1667973764000000,41009,832,13
0,1667973764000000,41012,832,13
0,1667973764000000,41017,832,13
0,1667973764000000,41024,832,13
0,1667973764000000,41040,832,13
0,1667973764000000,41042,832,13
0,1667973764000000,41043,832,13
0,1667973764000000,41062,832,13
0,1667973764000000,41067,832,13
0,1667973764000000,41076,834,0
0,1667973764000000,41172,840,13
0,1667973764000000,41173,840,132
0,1667973764000000,41174,840,125
0,1667973764000000,41175,840,124
0,1667973764000000,41176,840,179
0,1667973764000000,41177,840,162
0,1667973764000000,41178,840,178
0,1667973764000000,41179,840,114
0,1667973764000000,41180,840,117
0,1667973764000000,41181,840,138
0,1667973764000000,41228,843,13
0,1667973764000000,41302,848,13
0,1667973764000000,41349,851,13
0,1667973764000000,41367,852,13
0,1667973764000000,41385,853,13
0,1667973764000000,41403,854,13
0,1667973764000000,41421,855,13
0,1667973764000000,41440,856,13
0,1667973764000000,41459,857,13
0,1667973764000000,41471,858,13
0,1667973764000000,41483,859,13
0,1667973764000000,41495,860,13
0,1667973764000000,41507,861,13
0,1667973764000000,41519,862,13
0,1667973764000000,41540,864,13
0,1667973764000000,41558,865,13
0,1667973764000000,41594,867,13
0,1667973764000000,41625,869,13
0,1667973764000000,41636,870,13
0,1667973764000000,41650,871,13
0,1667973764000000,41664,872,13
0,1667973764000000,41678,873,13
0,1667973764000000,41692,874,13
0,1667973764000000,41706,875,13
0,1667973764000000,41720,876,13
0,1667973764000000,41734,877,13
0,1667973764000000,41771,879,179
0,1667973764000000,41772,879,13
0,1667973764000000,41773,880,13
0,1667973764000000,41793,881,13
0,1667973764000000,41813,882,13
0,1667973764000000,41852,884,13
0,1667973764000000,41927,888,13
0,1667973764000000,42050,894,13
0,1667973764000000,42938,913,13
0,1667973764000000,42940,914,13
0,1667973764000000,42942,915,13
0,1667973764000000,43017,920,13
0,1667973764000000,43022,921,13
0,1667973764000000,43032,923,13
0,1667973764000000,43037,924,13
0,1667973764000000,43042,925,13
0,1667973764000000,43487,938,13
0,1667973764000000,43577,943,13
0,1667973764000000,43600,944,13
0,1667973764000000,44284,542,13
0,1667973764000000,44378,542,114
0,1667973764000000,44380,542,117
0,1667973764000000,44383,542,120
0,1667973764000000,44387,542,124
0,1667973764000000,44388,542,125
0,1667973764000000,44393,542,132
0,1667973764000000,44395,542,133
0,1667973764000000,44398,542,136
0,1667973764000000,44400,542,138
0,1667973764000000,44422,542,162
0,1667973764000000,44436,542,178
0,1667973764000000,44437,542,179
0,1667973764000000,44440,542,183
0,1667973764000000,46470,816,13
0,1667973764000000,46505,746,13
0,1667973764000000,46589,887,13
0,1667973764000000,47012,949,13
0,1667973764000000,47400,798,13
0,1667973764000000,47595,950,13
0,1667973764000000,47596,950,162
0,1667973764000000,47597,950,179
0,1667973764000000,48855,605,13
0,1667973764000000,49130,928,13
0,1667973764000000,49155,849,13
0,1667973764000000,49183,618,13
0,1667973764000000,49216,954,13
0,1667973764000000,50565,628,13
0,1667973764000000,51220,893,13
0,1667973764000000,51526,962,13
0,1667973764000000,52984,836,13
0,1667973764000000,56092,959,13
0,1667973764000000,56102,958,13
0,1667973764000000,56723,969,13
0,1667973764000000,58431,974,13
0,1667973764000000,58548,957,13
0,1667973764000000,59078,978,13
0,1667973764000000,59637,967,13
0,1667973764000000,59646,980,13
0,1667973764000000,63344,982,13
0,1667973764000000,63601,795,13
0,1667973764000000,63620,790,13
0,1667973764000000,64019,986,13
0,1667973764000000,64023,987,13
0,1667973764000000,64027,988,13
0,1667973764000000,64065,989,13
0,1667973764000000,65031,802,13
0,1667973764000000,65105,802,243
0,1667973764000000,65488,997,13
0,1667973764000000,65674,812,245
0,1667973764000000,65750,1003,13
0,1667973764000000,65929,1011,13
0,1667973764000000,66167,1019,13
0,1667973764000000,66177,1020,13
0,1667973764000000,68153,1032,13
0,1667973764000000,68341,1042,13
0,1667973764000000,68680,1046,13
0,1667973764000000,68817,922,13
0,1667973764000000,68838,1049,13
0,1667973764000000,68846,1050,13
0,1667973764000000,68854,1051,13
0,1667973764000000,68862,1052,13
0,1667973764000000,69355,1061,13
0,1667973764000000,69382,1062,13
0,1667973764000000,69733,1075,13
0,1667973764000000,70480,930,13
0,1667973764000000,70631,1090,13
0,1667973764000000,71132,904,13
0,1667973764000000,71200,1091,13
0,1667973764000000,71253,1093,13
0,1667973764000000,71266,1094,13
0,1667973764000000,71292,1096,13
0,1667973764000000,71305,1097,13
0,1667973764000000,71357,1101,13
0,1667973764000000,71383,1103,13
0,1667973764000000,71396,1104,13
0,1667973764000000,71422,1106,13
0,1667973764000000,71435,1107,13
0,1667973764000000,71448,1108,13
0,1667973764000000,71461,1109,13
0,1667973764000000,71474,1110,13
0,1667973764000000,71487,1111,13
0,1667973764000000,71527,1112,13
0,1667973764000000,72680,1125,13
0,1667973764000000,72694,1126,13
0,1667973764000000,72708,1127,13
0,1667973764000000,72722,1128,13
0,1667973764000000,72736,1129,13
0,1667973764000000,72750,1130,13
0,1667973764000000,72764,1131,13
0,1667973764000000,72778,1132,13
0,1667973764000000,72792,1133,13
0,1667973764000000,73143,1139,13
0,1667973764000000,73151,1140,13
0,1667973764000000,73159,1141,13
0,1667973764000000,74775,712,13
0,1667973764000000,74794,712,183
0,1667973764000000,74795,712,114
0,1667973764000000,74796,712,117
0,1667973764000000,74797,712,120
0,1667973764000000,74800,712,124
0,1667973764000000,74801,712,125
0,1667973764000000,74802,712,132
0,1667973764000000,74803,712,138
0,1667973764000000,74804,712,162
0,1667973764000000,74805,712,178
0,1667973764000000,74806,712,179
0,1667973764000000,74807,712,133
0,1667973764000000,74860,806,13
0,1667973764000000,75505,1053,13
0,1667973764000000,75527,1000,13
0,1667973764000000,75549,1080,13
0,1667973764000000,75616,1045,13
0,1667973764000000,75627,1082,13
0,1667973764000000,75673,1026,13
0,1667973764000000,75706,1054,13
0,1667973764000000,75751,1078,13
0,1667973764000000,76269,1161,13
0,1667973764000000,76282,1162,13
0,1667973764000000,76295,985,13
0,1667973764000000,76296,985,117
0,1667973764000000,77721,1149,13
0,1667973764000000,77779,1152,13
0,1667973764000000,77881,1071,13
0,1667973764000000,78686,1171,13
0,1667973764000000,79515,823,13
0,1667973764000000,79516,823,15
0,1667973764000000,79534,823,117
0,1667973764000000,79540,823,124
0,1667973764000000,79541,823,125
0,1667973764000000,79601,823,213
0,1667973764000000,79616,823,226
0,1667973764000000,79709,823,114
0,1667973764000000,79710,823,120
0,1667973764000000,79712,823,132
0,1667973764000000,79713,823,133
0,1667973764000000,79716,823,136
0,1667973764000000,79718,823,138
0,1667973764000000,79721,823,162
0,1667973764000000,79722,823,178
0,1667973764000000,79723,823,179
0,1667973764000000,79724,823,183
0,1667973764000000,79725,823,193
0,1667973764000000,79727,823,195
0,1667973764000000,79728,823,196
0,1667973764000000,79729,823,242
0,1667973764000000,79731,823,243
0,1667973764000000,79732,823,245
0,1667973764000000,80107,1166,13
0,1667973764000000,83996,1194,13
0,1667973764000000,84003,805,13
0,1667973764000000,84601,1182,13
0,1667973764000000,84694,946,13
0,1667973764000000,85033,593,13
0,1667973764000000,85049,593,183
0,1667973764000000,85395,486,13
0,1667973764000000,85526,714,13
0,1667973764000000,85529,714,179
0,1667973764000000,85530,994,13
0,1667973764000000,85532,994,179
0,1667973764000000,85534,660,138
0,1667973764000000,85535,660,13
0,1667973764000000,86449,908,195
0,1667973764000000,86451,908,13
0,1667973764000000,86552,908,114
0,1667973764000000,86554,908,117
0,1667973764000000,86557,908,120
0,1667973764000000,86561,908,124
0,1667973764000000,86562,908,125
0,1667973764000000,86567,908,132
0,1667973764000000,86569,908,133
0,1667973764000000,86572,908,136
0,1667973764000000,86574,908,138
0,1667973764000000,86596,908,162
0,1667973764000000,86611,908,178
0,1667973764000000,86612,908,179
